systemNumber,Production date,prod_date_primary,start_year,end_year,midpoint_year,date_parse_status
O158404,ca. 1530,1530,1530.0,1530.0,1530.0,parsed_ad_single
O66237,1914,1914,1914.0,1914.0,1914.0,parsed_ad_single
O113310,1867,1867,1867.0,1867.0,1867.0,parsed_ad_single
O88207,ca. 1360 - ca. 1380,1360-1380,1360.0,1380.0,1370.0,parsed_ad_range
O100494,ca. 1750-1752,1750-1752,1750.0,1752.0,1751.0,parsed_ad_range
O156664,1700-1705,1700-1705,1700.0,1705.0,1702.0,parsed_ad_range
O87607,ca. 1310 - ca. 1320,1310-1320,1310.0,1320.0,1315.0,parsed_ad_range
O39635,ca. 1160,1160,1160.0,1160.0,1160.0,parsed_ad_single
O69850,13th century,13th c,1201.0,1300.0,1250.0,parsed_century_single
O91451,1670-1674,1670-1674,1670.0,1674.0,1672.0,parsed_ad_range
O110313,1900-40,1900-40,1900.0,40.0,970.0,parsed_ad_range
O129837,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O5277,c. 1890 - 1895,1890-1895,1890.0,1895.0,1892.0,parsed_ad_range
O12534,1473-1476,1473-1476,1473.0,1476.0,1474.0,parsed_ad_range
O12533,1473-1476,1473-1476,1473.0,1476.0,1474.0,parsed_ad_range
O128267,1874,1874,1874.0,1874.0,1874.0,parsed_ad_single
O25158,12th century,12th c,1101.0,1200.0,1150.0,parsed_century_single
O40969,1302-1310,1302-1310,1302.0,1310.0,1306.0,parsed_ad_range
O10920,ca. 1730-1732,1730-1732,1730.0,1732.0,1731.0,parsed_ad_range
O130510,ca. 1240,1240,1240.0,1240.0,1240.0,parsed_ad_single
O89848,1540-1546,1540-1546,1540.0,1546.0,1543.0,parsed_ad_range
O1380838,1974,1974,1974.0,1974.0,1974.0,parsed_ad_single
O187332,1530-1540,1530-1540,1530.0,1540.0,1535.0,parsed_ad_range
O127971,1477,1477,1477.0,1477.0,1477.0,parsed_ad_single
O88319,ca. 1800,1800,1800.0,1800.0,1800.0,parsed_ad_single
O106510,1740-1770,1740-1770,1740.0,1770.0,1755.0,parsed_ad_range
O106508,1750-1800,1750-1800,1750.0,1800.0,1775.0,parsed_ad_range
O311486,1780-1830,1780-1830,1780.0,1830.0,1805.0,parsed_ad_range
O312004,1610-1630,1610-1630,1610.0,1630.0,1620.0,parsed_ad_range
O314135,1700-1715,1700-1715,1700.0,1715.0,1708.0,parsed_ad_range
O313279,ca. 1600 - ca. 1605,1600-1605,1600.0,1605.0,1602.0,parsed_ad_range
O313278,ca. 1600 - ca. 1605,1600-1605,1600.0,1605.0,1602.0,parsed_ad_range
O107324,1550-1600,1550-1600,1550.0,1600.0,1575.0,parsed_ad_range
O119048,ca. 1150,1150,1150.0,1150.0,1150.0,parsed_ad_single
O111842,ca. 1578-80,1578-80,1578.0,80.0,829.0,parsed_ad_range
O40923,1415-1417,1415-1417,1415.0,1417.0,1416.0,parsed_ad_range
O129807,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O70827,ca. 1480,1480,1480.0,1480.0,1480.0,parsed_ad_single
O77817,1809,1809,1809.0,1809.0,1809.0,parsed_ad_single
O1261862,1635,1635,1635.0,1635.0,1635.0,parsed_ad_single
O41525,1539-1540,1539-1540,1539.0,1540.0,1540.0,parsed_ad_range
O90433,1673-74,1673-74,1673.0,74.0,874.0,parsed_ad_range
O96234,ca. 1670,1670,1670.0,1670.0,1670.0,parsed_ad_single
O297175,2008,2008,2008.0,2008.0,2008.0,parsed_ad_single
O70476,ca. 1680-1700,1680-1700,1680.0,1700.0,1690.0,parsed_ad_range
O68987,ca.1310-1320,1310-1320,1310.0,1320.0,1315.0,parsed_ad_range
O93179,ca. 1480-1520,1480-1520,1480.0,1520.0,1500.0,parsed_ad_range
O1247543,1967,1967,1967.0,1967.0,1967.0,parsed_ad_single
O312700,ca. 1879,1879,1879.0,1879.0,1879.0,parsed_ad_single
O106501,ca. 1820,1820,1820.0,1820.0,1820.0,parsed_ad_single
O72412,ca. 1200,1200,1200.0,1200.0,1200.0,parsed_ad_single
O129811,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129810,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129809,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129808,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129806,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129804,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129803,ca.1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129798,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129797,ca. 1260- ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129796,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129792,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129790,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129789,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129787,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129785,ca. 1260- ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129784,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129783,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129782,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129781,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129780,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129779,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129753,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129750,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129749,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129745,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129744,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129741,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129739,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129799,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129793,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O228505,,,,,,no_date_text
O127820,1446-1448,1446-1448,1446.0,1448.0,1447.0,parsed_ad_range
O40964,1448,1448,1448.0,1448.0,1448.0,parsed_ad_single
O40963,1448,1448,1448.0,1448.0,1448.0,parsed_ad_single
O113788,ca. 1150-1160,1150-1160,1150.0,1160.0,1155.0,parsed_ad_range
O77621,1857,1857,1857.0,1857.0,1857.0,parsed_ad_single
O1404522,,,,,,no_date_text
O94701,1851,1851,1851.0,1851.0,1851.0,parsed_ad_single
O122272,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O122247,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O70466,ca. 1720,1720,1720.0,1720.0,1720.0,parsed_ad_single
O136074,ca. 1480-1500,1480-1500,1480.0,1500.0,1490.0,parsed_ad_range
O39862,1472,1472,1472.0,1472.0,1472.0,parsed_ad_single
O129249,550-577,550-577,550.0,577.0,564.0,parsed_ad_range
O96380,1641,1641,1641.0,1641.0,1641.0,parsed_ad_single
O40917,1930,1930,1930.0,1930.0,1930.0,parsed_ad_single
O40916,1930,1930,1930.0,1930.0,1930.0,parsed_ad_single
O40915,1930,1930,1930.0,1930.0,1930.0,parsed_ad_single
O129795,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129788,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129754,ca. 1260- ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129746,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129743,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O78721,"Commissioned 1887, completed 1890","commissioned 1887, completed 1890",188601.0,188700.0,188650.0,parsed_century_single
O40975,ca. 1627,1627,1627.0,1627.0,1627.0,parsed_ad_single
O16229,1450-1525,1450-1525,1450.0,1525.0,1488.0,parsed_ad_range
O381820,ca. 1892,1892,1892.0,1892.0,1892.0,parsed_ad_single
O106576,ca. 197 BC,197bc,-197.0,-197.0,-197.0,parsed_bc_single
O89926,ca. 1408-1415,1408-1415,1408.0,1415.0,1412.0,parsed_ad_range
O113786,ca. 1150-1160,1150-1160,1150.0,1160.0,1155.0,parsed_ad_range
O118722,1475-1525,1475-1525,1475.0,1525.0,1500.0,parsed_ad_range
O69585,1740,1740,1740.0,1740.0,1740.0,parsed_ad_single
O66243,1690-1710,1690-1710,1690.0,1710.0,1700.0,parsed_ad_range
O1273326,2013,2013,2013.0,2013.0,2013.0,parsed_ad_single
O8860,1738-1741,1738-1741,1738.0,1741.0,1740.0,parsed_ad_range
O94298,ca. 1800,1800,1800.0,1800.0,1800.0,parsed_ad_single
O96377,ca. 1566-1572,1566-1572,1566.0,1572.0,1569.0,parsed_ad_range
O91723,ca. 1630,1630,1630.0,1630.0,1630.0,parsed_ad_single
O312608,late 18th century,18th c,1701.0,1800.0,1750.0,parsed_century_single
O70833,ca. 1430-1440,1430-1440,1430.0,1440.0,1435.0,parsed_ad_range
O96515,ca. 1525-1550,1525-1550,1525.0,1550.0,1538.0,parsed_ad_range
O25059,3rd century BC-2nd century BC,3rd cbc-2nd cbc,-300.0,-101.0,-200.0,parsed_century_range
O311609,about 1320,1320,1320.0,1320.0,1320.0,parsed_ad_single
O25045,2nd century-3rd century,2nd c-3rd c,101.0,300.0,200.0,parsed_century_range
O106691,17th century to 18th century,17th c to 18th c,1601.0,1700.0,1650.0,parsed_century_single
O103033,ca. 1530-1550,1530-1550,1530.0,1550.0,1540.0,parsed_ad_range
O89560,ca. 1648,1648,1648.0,1648.0,1648.0,parsed_ad_single
O102883,ca. 1600-1620,1600-1620,1600.0,1620.0,1610.0,parsed_ad_range
O156295,ca. 1526,1526,1526.0,1526.0,1526.0,parsed_ad_single
O349369,1585,1585,1585.0,1585.0,1585.0,parsed_ad_single
O66313,ca. 1603,1603,1603.0,1603.0,1603.0,parsed_ad_single
O77784,1400-1425,1400-1425,1400.0,1425.0,1412.0,parsed_ad_range
O111141,1770-1800,1770-1800,1770.0,1800.0,1785.0,parsed_ad_range
O129734,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O129732,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O129731,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O129730,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O129729,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O129716,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O129704,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O120573,15th century,15th c,1401.0,1500.0,1450.0,parsed_century_single
O1257973,ca. 1908-1919,1908-1919,1908.0,1919.0,1914.0,parsed_ad_range
O66222,ca. 1836,1836,1836.0,1836.0,1836.0,parsed_ad_single
O112991,ca. 1325,1325,1325.0,1325.0,1325.0,parsed_ad_single
O75131,1632,1632,1632.0,1632.0,1632.0,parsed_ad_single
O75477,ca. 1827,1827,1827.0,1827.0,1827.0,parsed_ad_single
O120062,ca. 1579-80,1579-80,1579.0,80.0,830.0,parsed_ad_range
O228855,1715,1715,1715.0,1715.0,1715.0,parsed_ad_single
O119993,1517-1522,1517-1522,1517.0,1522.0,1520.0,parsed_ad_range
O127797,1455-1460,1455-1460,1455.0,1460.0,1458.0,parsed_ad_range
O129777,1970,1970,1970.0,1970.0,1970.0,parsed_ad_single
O129733,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O129718,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O129713,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O129728,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O94281,ca. 1797-1800,1797-1800,1797.0,1800.0,1798.0,parsed_ad_range
O127345,1500-1530,1500-1530,1500.0,1530.0,1515.0,parsed_ad_range
O92701,ca. 1150 - ca. 1160,1150-1160,1150.0,1160.0,1155.0,parsed_ad_range
O122361,early 16th century,16th c,1501.0,1600.0,1550.0,parsed_century_single
O70795,1520-1525,1520-1525,1520.0,1525.0,1522.0,parsed_ad_range
O123743,ca. 1520,1520,1520.0,1520.0,1520.0,parsed_ad_single
O70858,ca. 1500 - ca. 1510,1500-1510,1500.0,1510.0,1505.0,parsed_ad_range
O129727,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O129726,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O129724,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O129717,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O129712,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O129710,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O129700,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O108791,1867-1868,1867-1868,1867.0,1868.0,1868.0,parsed_ad_range
O93098,ca. 1520 - ca. 1525,1520-1525,1520.0,1525.0,1522.0,parsed_ad_range
O93483,1427-1438,1427-1438,1427.0,1438.0,1432.0,parsed_ad_range
O16250,1427-1438,1427-1438,1427.0,1438.0,1432.0,parsed_ad_range
O479674,,,,,,no_date_text
O479760,,,,,,no_date_text
O479678,,,,,,no_date_text
O479679,,,,,,no_date_text
O16283,ca. 1435 - ca. 1440,1435-1440,1435.0,1440.0,1438.0,parsed_ad_range
O41708,ca. 1858,1858,1858.0,1858.0,1858.0,parsed_ad_single
O479652,ca. 1st century BC to 3rd century AD,1st cbc to 3rd cad,1.0,100.0,50.0,parsed_century_single
O454658,200BC-0BC ?,200bc-0bc,-200.0,0.0,-100.0,parsed_bc_range
O66617,1866,1866,1866.0,1866.0,1866.0,parsed_ad_single
O74718,ca. 12th century-13th century,12th c-13th c,1101.0,1300.0,1200.0,parsed_century_range
O169665,ca. 1520,1520,1520.0,1520.0,1520.0,parsed_ad_single
O251579,2008,2008,2008.0,2008.0,2008.0,parsed_ad_single
O129720,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O71539,ca. 1520-1530,1520-1530,1520.0,1530.0,1525.0,parsed_ad_range
O72533,1290-1310,1290-1310,1290.0,1310.0,1300.0,parsed_ad_range
O70422,ca. 1540-1550,1540-1550,1540.0,1550.0,1545.0,parsed_ad_range
O129065,ca. 1315,1315,1315.0,1315.0,1315.0,parsed_ad_single
O92662,1606,1606,1606.0,1606.0,1606.0,parsed_ad_single
O41054,7th- 8th century,7th-8th c,601.0,800.0,700.0,parsed_century_range
O89190,ca. 1730,1730,1730.0,1730.0,1730.0,parsed_ad_single
O314134,second quarter 17th century,second quarter 17th c,1601.0,1700.0,1650.0,parsed_century_single
O350066,late 15th century,15th c,1401.0,1500.0,1450.0,parsed_century_single
O312938,ca. 1585,1585,1585.0,1585.0,1585.0,parsed_ad_single
O118358,ca. 1575,1575,1575.0,1575.0,1575.0,parsed_ad_single
O14761,1560-1562,1560-1562,1560.0,1562.0,1561.0,parsed_ad_range
O106546,200,200,200.0,200.0,200.0,parsed_ad_single
O132473,mid 1860s,mid 1860s,,,,unparsed
O110383,1800-1839,1800-1839,1800.0,1839.0,1820.0,parsed_ad_range
O89115,1700-1724,1700-1724,1700.0,1724.0,1712.0,parsed_ad_range
O110377,1850-1880,1850-1880,1850.0,1880.0,1865.0,parsed_ad_range
O110373,1720-1740,1720-1740,1720.0,1740.0,1730.0,parsed_ad_range
O110352,1690-1700,1690-1700,1690.0,1700.0,1695.0,parsed_ad_range
O87312,1530-1540,1530-1540,1530.0,1540.0,1535.0,parsed_ad_range
O87129,ca. 1550-1580,1550-1580,1550.0,1580.0,1565.0,parsed_ad_range
O70842,ca. 1500,1500,1500.0,1500.0,1500.0,parsed_ad_single
O89617,1750-1800,1750-1800,1750.0,1800.0,1775.0,parsed_ad_range
O88798,ca. 1750,1750,1750.0,1750.0,1750.0,parsed_ad_single
O71868,1410-1500,1410-1500,1410.0,1500.0,1455.0,parsed_ad_range
O110693,1582,1582,1582.0,1582.0,1582.0,parsed_ad_single
O111143,1820-1850,1820-1850,1820.0,1850.0,1835.0,parsed_ad_range
O111142,1775-1810,1775-1810,1775.0,1810.0,1792.0,parsed_ad_range
O111490,1530-1550,1530-1550,1530.0,1550.0,1540.0,parsed_ad_range
O111252,possibly 1884-1885,1884-1885,1884.0,1885.0,1884.0,parsed_ad_range
O199223,16th century,16th c,1501.0,1600.0,1550.0,parsed_century_single
O110018,1300-1350,1300-1350,1300.0,1350.0,1325.0,parsed_ad_range
O89391,1574,1574,1574.0,1574.0,1574.0,parsed_ad_single
O89211,1550-1620,1550-1620,1550.0,1620.0,1585.0,parsed_ad_range
O90467,1781,1781,1781.0,1781.0,1781.0,parsed_ad_single
O89139,ca. 1700,1700,1700.0,1700.0,1700.0,parsed_ad_single
O89138,ca. 1850,1850,1850.0,1850.0,1850.0,parsed_ad_single
O89133,1830-1850,1830-1850,1830.0,1850.0,1840.0,parsed_ad_range
O89130,ca. 1830-1850,1830-1850,1830.0,1850.0,1840.0,parsed_ad_range
O89128,ca. 1750-1780,1750-1780,1750.0,1780.0,1765.0,parsed_ad_range
O89121,ca. 1650-1670,1650-1670,1650.0,1670.0,1660.0,parsed_ad_range
O89120,ca. 1700,1700,1700.0,1700.0,1700.0,parsed_ad_single
O89105,1775-1810,1775-1810,1775.0,1810.0,1792.0,parsed_ad_range
O158400,1500-1515,1500-1515,1500.0,1515.0,1508.0,parsed_ad_range
O110695,ca. 1890,1890,1890.0,1890.0,1890.0,parsed_ad_single
O110378,1850-1880,1850-1880,1850.0,1880.0,1865.0,parsed_ad_range
O110374,1580-1600,1580-1600,1580.0,1600.0,1590.0,parsed_ad_range
O110371,ca. 1660,1660,1660.0,1660.0,1660.0,parsed_ad_single
O110369,ca. 1700,1700,1700.0,1700.0,1700.0,parsed_ad_single
O110284,1460-1500,1460-1500,1460.0,1500.0,1480.0,parsed_ad_range
O347694,ca. 1750,1750,1750.0,1750.0,1750.0,parsed_ad_single
O94259,1518-1522,1518-1522,1518.0,1522.0,1520.0,parsed_ad_range
O311611,1750-1800,1750-1800,1750.0,1800.0,1775.0,parsed_ad_range
O106817,1550-1600,1550-1600,1550.0,1600.0,1575.0,parsed_ad_range
O311573,1726,1726,1726.0,1726.0,1726.0,parsed_ad_single
O311614,ca. 1753 - ca. 1755,1753-1755,1753.0,1755.0,1754.0,parsed_ad_range
O110388,ca. 1750,1750,1750.0,1750.0,1750.0,parsed_ad_single
O167146,3rd century or 4th century,3rd c or 4th c,201.0,300.0,250.0,parsed_century_single
O88553,ca. 1580-1650,1580-1650,1580.0,1650.0,1615.0,parsed_ad_range
O89154,ca. 1550,1550,1550.0,1550.0,1550.0,parsed_ad_single
O313113,ca. 1650-1680,1650-1680,1650.0,1680.0,1665.0,parsed_ad_range
O88461,signed and dated 1784,signed and 1784,,,,unparsed
O66316,ca. 1620,1620,1620.0,1620.0,1620.0,parsed_ad_single
O311615,ca. 1753 - ca. 1755,1753-1755,1753.0,1755.0,1754.0,parsed_ad_range
O88944,1480-1500,1480-1500,1480.0,1500.0,1490.0,parsed_ad_range
O110376,1800-1850,1800-1850,1800.0,1850.0,1825.0,parsed_ad_range
O88494,ca. 1600-1625,1600-1625,1600.0,1625.0,1612.0,parsed_ad_range
O313130,ca. 1850,1850,1850.0,1850.0,1850.0,parsed_ad_single
O88804,ca. 1675-1700,1675-1700,1675.0,1700.0,1688.0,parsed_ad_range
O111902,ca. 1500,1500,1500.0,1500.0,1500.0,parsed_ad_single
O111900,1460-1470,1460-1470,1460.0,1470.0,1465.0,parsed_ad_range
O111898,ca. 1500,1500,1500.0,1500.0,1500.0,parsed_ad_single
O111897,1450-1500,1450-1500,1450.0,1500.0,1475.0,parsed_ad_range
O106330,early 14th century,14th c,1301.0,1400.0,1350.0,parsed_century_single
O111039,1565-1570,1565-1570,1565.0,1570.0,1568.0,parsed_ad_range
O106713,1600-1640,1600-1640,1600.0,1640.0,1620.0,parsed_ad_range
O455779,April 1988,april 1988,,,,unparsed
O350040,ca. 1725,1725,1725.0,1725.0,1725.0,parsed_ad_single
O127120,ca. 1857,1857,1857.0,1857.0,1857.0,parsed_ad_single
O479675,,,,,,no_date_text
O479761,,,,,,no_date_text
O73091,ca. 1310-1320,1310-1320,1310.0,1320.0,1315.0,parsed_ad_range
O14620,1969,1969,1969.0,1969.0,1969.0,parsed_ad_single
O154658,1988,1988,1988.0,1988.0,1988.0,parsed_ad_single
O86238,2001,2001,2001.0,2001.0,2001.0,parsed_ad_single
O126724,1446,1446,1446.0,1446.0,1446.0,parsed_ad_single
O70170,ca. 1705-1710,1705-1710,1705.0,1710.0,1708.0,parsed_ad_range
O75463,1831,1831,1831.0,1831.0,1831.0,parsed_ad_single
O93933,ca. 1645,1645,1645.0,1645.0,1645.0,parsed_ad_single
O312006,ca. 1620,1620,1620.0,1620.0,1620.0,parsed_ad_single
O73095,ca. 1550-1560,1550-1560,1550.0,1560.0,1555.0,parsed_ad_range
O312015,ca. 1824 - ca. 1838,1824-1838,1824.0,1838.0,1831.0,parsed_ad_range
O94208,ca. 1530-1540,1530-1540,1530.0,1540.0,1535.0,parsed_ad_range
O157738,ca. 1800,1800,1800.0,1800.0,1800.0,parsed_ad_single
O39670,first half of the 16th century,first half of the 16th c,1501.0,1600.0,1550.0,parsed_century_single
O313090,ca. 1520,1520,1520.0,1520.0,1520.0,parsed_ad_single
O62121,11th century,11th c,1001.0,1100.0,1050.0,parsed_century_single
O24787,late 16th century-early 17th century,16th c-17th c,1501.0,1700.0,1600.0,parsed_century_range
O66636,9th century,9th c,801.0,900.0,850.0,parsed_century_single
O67315,circa 10th century,10th c,901.0,1000.0,950.0,parsed_century_single
O72373,c. 3rd century,3rd c,201.0,300.0,250.0,parsed_century_single
O25075,2nd century,2nd c,101.0,200.0,150.0,parsed_century_single
O24779,9th century,9th c,801.0,900.0,850.0,parsed_century_single
O25085,ca. 11th century,11th c,1001.0,1100.0,1050.0,parsed_century_single
O25162,ca. 11th century,11th c,1001.0,1100.0,1050.0,parsed_century_single
O349917,end of the 15th century,end of the 15th c,1401.0,1500.0,1450.0,parsed_century_single
O99104,ca. 1764-ca. 1766,1764-1766,1764.0,1766.0,1765.0,parsed_ad_range
O107071,ca. 1899,1899,1899.0,1899.0,1899.0,parsed_ad_single
O129709,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O77799,ca. 1520,1520,1520.0,1520.0,1520.0,parsed_ad_single
O24876,18th century,18th c,1701.0,1800.0,1750.0,parsed_century_single
O173372,1500-1600,1500-1600,1500.0,1600.0,1550.0,parsed_ad_range
O129307,ca. 1315,1315,1315.0,1315.0,1315.0,parsed_ad_single
O127819,1446-1448,1446-1448,1446.0,1448.0,1447.0,parsed_ad_range
O470889,,,,,,no_date_text
O17203,ca. 1515-1525,1515-1525,1515.0,1525.0,1520.0,parsed_ad_range
O63833,1987,1987,1987.0,1987.0,1987.0,parsed_ad_single
O40979,ca. 1730,1730,1730.0,1730.0,1730.0,parsed_ad_single
O127067,late eighteenth century,eighteenth c,,,,unparsed_century
O127065,1800-1803,1800-1803,1800.0,1803.0,1802.0,parsed_ad_range
O135954,1885,1885,1885.0,1885.0,1885.0,parsed_ad_single
O135951,ca. 1891- ca. 1892,1891-1892,1891.0,1892.0,1892.0,parsed_ad_range
O70870,1909,1909,1909.0,1909.0,1909.0,parsed_ad_single
O70857,1904,1904,1904.0,1904.0,1904.0,parsed_ad_single
O70837,ca. 1904-1905,1904-1905,1904.0,1905.0,1904.0,parsed_ad_range
O129706,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O9169,ca. 1876-ca. 1878,1876-1878,1876.0,1878.0,1877.0,parsed_ad_range
O170840,1846,1846,1846.0,1846.0,1846.0,parsed_ad_single
O173354,16th century,16th c,1501.0,1600.0,1550.0,parsed_century_single
O113580,ca. 1135-50,1135-50,1135.0,50.0,592.0,parsed_ad_range
O99113,ca. 1790-ca. 1791,1790-1791,1790.0,1791.0,1790.0,parsed_ad_range
O125139,1577,1577,1577.0,1577.0,1577.0,parsed_ad_single
O125147,1577,1577,1577.0,1577.0,1577.0,parsed_ad_single
O311600,1664,1664,1664.0,1664.0,1664.0,parsed_ad_single
O77472,1743,1743,1743.0,1743.0,1743.0,parsed_ad_single
O82971,Late 7th century-8th century,7th c-8th c,601.0,800.0,700.0,parsed_century_range
O455780,April 1988,april 1988,,,,unparsed
O68773,ca. 1851,1851,1851.0,1851.0,1851.0,parsed_ad_single
O89570,ca. 1560s,1560s,1560.0,1569.0,1564.0,parsed_decade_single
O89588,ca. 1580-ca. 1590,1580-1590,1580.0,1590.0,1585.0,parsed_ad_range
O64347,ca. 1450 - ca. 1470,1450-1470,1450.0,1470.0,1460.0,parsed_ad_range
O93587,ca. 1650-1675,1650-1675,1650.0,1675.0,1662.0,parsed_ad_range
O119945,ca.1531-1532,1531-1532,1531.0,1532.0,1532.0,parsed_ad_range
O69168,ca. 1785,1785,1785.0,1785.0,1785.0,parsed_ad_single
O70158,ca. 1330-1350,1330-1350,1330.0,1350.0,1340.0,parsed_ad_range
O17754,ca. 1460-1470,1460-1470,1460.0,1470.0,1465.0,parsed_ad_range
O96300,ca. 1220-1230,1220-1230,1220.0,1230.0,1225.0,parsed_ad_range
O40955,1866,1866,1866.0,1866.0,1866.0,parsed_ad_single
O16252,ca. 1420 - 1430,1420-1430,1420.0,1430.0,1425.0,parsed_ad_range
O107428,ca. 1140,1140,1140.0,1140.0,1140.0,parsed_ad_single
O114431,1320-1340,1320-1340,1320.0,1340.0,1330.0,parsed_ad_range
O312070,1683-1685,1683-1685,1683.0,1685.0,1684.0,parsed_ad_range
O312940,ca. 1640,1640,1640.0,1640.0,1640.0,parsed_ad_single
O87142,ca. 1550-1580,1550-1580,1550.0,1580.0,1565.0,parsed_ad_range
O87133,1550-1580,1550-1580,1550.0,1580.0,1565.0,parsed_ad_range
O88834,ca. 1600-1700,1600-1700,1600.0,1700.0,1650.0,parsed_ad_range
O88699,ca. 1170-1180,1170-1180,1170.0,1180.0,1175.0,parsed_ad_range
O89639,1684,1684,1684.0,1684.0,1684.0,parsed_ad_single
O89504,ca. 1696 - ca. 1700,1696-1700,1696.0,1700.0,1698.0,parsed_ad_range
O89217,1690-1700,1690-1700,1690.0,1700.0,1695.0,parsed_ad_range
O89188,ca. 1710-1720,1710-1720,1710.0,1720.0,1715.0,parsed_ad_range
O89187,1710-1720,1710-1720,1710.0,1720.0,1715.0,parsed_ad_range
O89127,ca. 1700,1700,1700.0,1700.0,1700.0,parsed_ad_single
O111254,1902,1902,1902.0,1902.0,1902.0,parsed_ad_single
